trajID,t,x,y,z
10,14,17.8333333333333,197.833333333333,0
11,1,41,104,0
11,2,78,103,0
11,3,116,101,0
11,4,154.5,99.5,0
11,5,194,98.5,0
11,6,234.5,96.5,0
11,7,274.5,95,0
11,8,314.5,93.5,0
12,1,75,61,0
12,2,114,58.5,0
12,3,155,56.5,0
12,4,197,54.5,0
12,5,241,52,0
12,6,284.5,50,0
12,7,327.666666666667,47.8333333333333,0
13,1,304,182,0
13,2,276.5,183.5,0
13,3,246.5,184,0
13,4,220,184.5,0
13,5,191,184.5,0
13,6,165.5,184.5,0
13,7,138.5,185.5,0
13,8,112.5,185.5,0
13,9,85.5,188,0
13,10,60,186.5,0
13,11,33.5,188,0
13,12,7.16666666666667,188.833333333333,0
14,1,44.5,104.5,0
14,2,80.5,102.5,0
14,3,117.5,101,0
14,4,154,100,0
14,5,191.5,98,0
14,6,230.5,96.5,0
14,7,269.5,95,0
14,8,309.5,93.5,0
14,9,348.833333333333,92,0
15,1,334,193,0
15,2,317,193,0
15,3,292,193,0
15,4,268.5,194,0
15,5,244.5,194,0
15,6,220.5,195,0
15,7,198,195,0
15,8,174.5,195,0
15,9,152,195,0
15,10,128.5,195.5,0
15,11,107,196.5,0
15,12,85,196.5,0
15,13,63,197,0
15,14,41.5,197.5,0
15,15,19.6666666666667,197.833333333333,0
16,1,36.5,58,0
16,2,76.5,56,0
16,3,115,54.5,0
16,4,155.5,52,0
16,5,198,50,0
16,6,239,47.5,0
16,7,283.5,46,0
16,8,326.166666666667,44,0
17,1,51,82.5,0
17,2,88.5,80.5,0
17,3,128,79,0
17,4,168,77,0
17,5,208.5,75,0
17,6,251.5,73.5,0
17,7,293,71.5,0
17,8,334.666666666667,69.6666666666667,0
18,1,311,194,0
18,2,290,195,0
18,3,268.5,195,0
18,4,247.5,194,0
18,5,226.5,194,0
18,6,206.5,196,0
18,7,186.5,196,0
18,8,167,197.5,0
18,9,147,197.5,0
18,10,128.5,196.5,0
18,11,109,198.5,0
18,12,91,197.5,0
18,13,71.5,199,0
18,14,54,200,0
18,15,35.5,199.5,0
18,16,17,200.166666666667,0
19,1,51.5,104,0
19,2,90,102,0
19,3,126.5,101,0
19,4,165,99.5,0
19,5,204,97.5,0
19,6,245,96.5,0
19,7,285.5,95,0
19,8,325.666666666667,93.5,0
20,1,52.5,53,0
20,2,97.5,50.5,0
20,3,138,48.5,0
20,4,183,46,0
20,5,229.5,42.5,0
20,6,277.5,41,0
20,7,324,38.5,0
21,1,44.5,99.5,0
21,2,80.5,99.5,0
21,3,116.5,97.5,0
21,4,153.5,96,0
21,5,191.5,95,0
21,6,230,93,0
21,7,270,92,0
21,8,310,90.5,0
21,9,349.5,89,0
22,1,49,121.5,0
22,2,86,120,0
22,3,122.5,119,0
22,4,159.5,117.5,0
22,5,198,116,0
22,6,236,114.5,0
22,7,275.5,113.5,0
22,8,314.166666666667,112.166666666667,0
23,1,63.5,81.5,0
23,2,105.5,81,0
23,3,149,79,0
23,4,193,77,0
23,5,238.5,74.5,0
23,6,285,72.5,0
23,7,330.333333333333,70.3333333333333,0
24,1,62,120.5,0
24,2,99.5,119,0
24,3,136.5,118,0
24,4,174.5,117,0
24,5,213.5,115.5,0
24,6,251.5,114,0
24,7,293,112.5,0
24,8,332.5,111,0
25,1,63.5,53.5,0
25,2,96.5,52,0
25,3,130.5,51,0
25,4,163.5,49,0
25,5,198,47.5,0
25,6,233,46,0
25,7,269,44.5,0
25,8,304.166666666667,43,0
26,1,307.5,193,0
26,2,283,192.5,0
26,3,258.5,194.5,0
26,4,234.5,194,0
26,5,210,195.5,0
26,6,186,195,0
26,7,163,196.5,0
26,8,141,197,0
26,9,117.5,196.5,0
26,10,95,198.5,0
26,11,73,199.5,0
26,12,51.5,199.5,0
26,13,30,199.5,0
26,14,8.33333333333333,199.833333333333,0
27,1,220,194.5,0
27,2,188,194.5,0
27,3,165.5,195.5,0
27,4,141.5,197.5,0
27,5,121,197.5,0
27,6,98,198,0
27,7,75.5,198.833333333333,0
28,1,323.5,184,0
28,2,291.5,184.5,0
28,3,250.5,185.5,0
28,4,220,185.5,0
28,5,190.5,186.5,0
28,6,160.5,187,0
28,7,132.5,187.5,0
28,8,91,192,0
28,9,66,192.5,0
28,10,33.5,193.5,0
28,11,0.5,195.5,0
29,1,310.5,168,0
29,2,277,168,0
29,3,245,169,0
29,4,213,169.5,0
29,5,181.5,170.5,0
29,6,151,171.5,0
29,7,120.5,171.5,0
29,8,81,172.5,0
29,9,51,173.5,0
29,10,17.6666666666667,174.166666666667,0
30,1,261,175,0
30,2,230.5,175,0
30,3,189,176.5,0
30,4,159.5,177,0
30,5,129.5,177.5,0
30,6,100.5,178,0
30,7,71.5,179,0
30,8,42,179,0
30,9,12.8333333333333,179.5,0
31,1,290.5,192.5,0
31,2,253.5,193.5,0
31,3,226,192,0
31,4,199,194,0
31,5,172,194,0
31,6,146,195,0
31,7,120,194,0
31,8,86,196,0
31,9,60,196,0
31,10,35,196,0
31,11,6.66666666666667,196.666666666667,0
32,1,41,80,0
32,2,81.5,78.5,0
32,3,121.5,76.5,0
32,4,176.5,74,0
32,5,220,72.5,0
32,6,264.5,70,0
32,7,308.5,68,0
32,8,352.5,66,0
33,1,311.5,165.5,0
33,2,277.5,166.5,0
33,3,244.5,167,0
33,4,211.5,168,0
33,5,179.5,169,0
33,6,147.5,169,0
33,7,116,170.5,0
33,8,85,170.5,0
33,9,54.5,171.5,0
33,10,23.5,172.333333333333,0
34,1,66.5,103,0
34,2,102,101.5,0
34,3,137.5,100,0
34,4,174.5,98,0
34,5,212,97,0
34,6,250,95,0
34,7,289.5,93.5,0
34,8,327.833333333333,92,0
35,1,315,184,0
35,2,282.5,184.5,0
35,3,250,185,0
35,4,218.5,185.5,0
35,5,187,186,0
35,6,156,186.5,0
35,7,125.5,187.5,0
35,8,95.5,187.5,0
35,9,66.5,188.5,0
35,10,36.5,188.5,0
35,11,6.83333333333333,188.833333333333,0
36,1,309,173.5,0
36,2,277,174,0
36,3,246,174.5,0
36,4,215,176.5,0
36,5,185,175.5,0
36,6,155,176.5,0
36,7,125.5,177.5,0
36,8,96.5,178.5,0
36,9,68,178.5,0
36,10,39,180,0
36,11,10.1666666666667,180.833333333333,0
37,1,63,122,0
37,2,105,121,0
37,3,147,119.5,0
37,4,189.5,118,0
37,5,234.5,116.5,0
37,6,279.5,114.5,0
37,7,323.666666666667,112.833333333333,0
38,1,76,59.5,0
38,2,119.5,57.5,0
38,3,163.5,55,0
38,4,208.5,53,0
38,5,254.5,50.5,0
38,6,302.5,48.5,0
38,7,348.833333333333,46.3333333333333,0
39,1,51.5,102.5,0
39,2,92.5,101,0
39,3,134.5,99,0
39,4,177,97,0
39,5,220.5,95.5,0
39,6,265,93.5,0
39,7,311,91.5,0
39,8,355.666666666667,89.6666666666667,0
40,1,305.5,187,0
40,2,277,187,0
40,3,248,187,0
40,4,219.5,188.5,0
40,5,191,188.5,0
40,6,164,189.5,0
40,7,136.5,189.5,0
40,8,109.5,190,0
40,9,82.5,190.5,0
40,10,56.5,191,0
40,11,30,191.5,0
40,12,3.5,192,0
41,1,43.5,58,0
41,2,87,55.5,0
41,3,131,53.5,0
41,4,175.5,51.5,0
41,5,221.5,49,0
41,6,268,47,0
41,7,313.666666666667,44.8333333333333,0
42,1,79,54.5,0
42,2,110.5,53,0
42,3,142,52,0
42,4,175,51,0
42,5,208,49,0
42,6,253,48,0
42,7,290,46.6666666666667,0
43,1,297,184,0
43,2,268.5,184.5,0
43,3,240.5,185.5,0
43,4,212.5,185.5,0
43,5,185.5,186.5,0
43,6,158,186.5,0
43,7,123,187.5,0
43,8,97,188,0
43,9,71,188.5,0
43,10,45,189,0
43,11,19,189.5,0
44,1,39,82,0
44,2,74.5,80,0
44,3,111,78.5,0
44,4,159,76.5,0
44,5,197.5,75,0
44,6,242,74,0
44,7,278.5,72,0
44,8,318.333333333333,70.5,0
45,1,312.5,194,0
45,2,288,192.5,0
45,3,265.5,195,0
45,4,242.5,193.5,0
45,5,212.5,194,0
45,6,189.5,196,0
45,7,167.5,195,0
45,8,146,197,0
45,9,124.5,196,0
45,10,103,198,0
45,11,81.5,198,0
45,12,61.5,198,0
45,13,41,199,0
45,14,21.5,199.5,0
45,15,1.5,200,0
46,1,61,52,0
46,2,96,50,0
46,3,130.5,48,0
46,4,165.5,46.5,0
46,5,202,44.5,0
46,6,238,42.5,0
46,7,274,40.5,0
46,8,310.166666666667,38.5,0
47,1,40,81,0
47,2,78,77,0
47,3,117,75.5,0
47,4,156,74,0
47,5,196,72,0
47,6,239.5,72.5,0
47,7,279,68.5,0
47,8,320,66.6666666666667,0
48,1,308,175.5,0
48,2,278,176.5,0
48,3,248,176.5,0
48,4,219,176.5,0
48,5,190,177.5,0
48,6,161.5,178,0
48,7,134,179,0
48,8,107,178.5,0
48,9,79.5,180,0
48,10,52,181,0
48,11,25.5,181,0
48,12,-1.66666666666667,181.833333333333,0
49,1,322,163,0
49,2,288.5,164,0
49,3,256.5,164.5,0
49,4,223.5,165.5,0
49,5,192,166.5,0
49,6,161,166,0
49,7,130.5,167.5,0
49,8,100.5,169,0
49,9,70.5,169,0
49,10,41,169.5,0
49,11,11.1666666666667,170.166666666667,0
50,1,43.5,80.5,0
50,2,86,79,0
50,3,129,77,0
50,4,174,75,0
50,5,220.5,73,0
50,6,266.5,71,0
50,7,314,68.5,0
50,8,360.666666666667,66.3333333333333,0
51,1,49,103,0
51,2,85.5,102,0
51,3,122.5,100,0
51,4,159,99,0
51,5,197.5,97.5,0
51,6,236,96.5,0
51,7,275.5,94.5,0
51,8,316,93.5,0
51,9,355.5,92.1666666666667,0
52,1,38.5,120,0
52,2,74,118.5,0
52,3,109.5,117.5,0
52,4,145.5,116.5,0
52,5,182,115,0
52,6,219.5,113,0
52,7,257.5,112.5,0
52,8,296.5,111,0
52,9,334.666666666667,109.666666666667,0
53,1,58.5,103.5,0
53,2,94.5,101.5,0
53,3,131,100.5,0
53,4,168,99,0
53,5,204.5,97.5,0
54,1,33,119,0
54,2,66,118.5,0
54,3,100,117,0
54,4,135,116,0
54,5,170,115.5,0
54,6,206,114,0
54,7,242.5,113,0
54,8,279,112,0
54,9,315.333333333333,110.833333333333,0
55,1,70.5,104,0
55,2,107.5,101,0
55,3,143,99.5,0
55,4,180.5,98,0
55,5,219,97,0
55,6,256.166666666667,95.6666666666667,0
56,1,71.5,62.5,0
56,2,117,59.5,0
56,3,164,57,0
56,4,211.5,53.5,0
56,5,261,52,0
56,6,312,49.5,0
56,7,361.333333333333,47,0
57,1,39.5,119.5,0
57,2,73.5,118,0
57,3,110,117,0
57,4,146.5,115.5,0
57,5,183.5,114,0
57,6,222,113,0
57,7,260.5,111.5,0
57,8,300,110.5,0
57,9,338.833333333333,109.333333333333,0
58,1,43.5,118,0
58,2,78.5,117,0
58,3,114,116,0
58,4,150,114.5,0
58,5,186.5,113.5,0
58,6,224,112,0
58,7,261.5,111,0
58,8,300,109.5,0
58,9,337.833333333333,108.166666666667,0
59,1,39.5,117.5,0
59,2,74.5,116.5,0
59,3,109.5,115.5,0
59,4,145,113.5,0
59,5,182.5,112.5,0
59,6,219.5,110.5,0
59,7,258,109.5,0
59,8,296.5,108.5,0
59,9,334.5,107.166666666667,0
60,1,42,102.5,0
60,2,80,101.5,0
60,3,119,100,0
60,4,158,98,0
60,5,198,97,0
60,6,238,95,0
60,7,280.5,93.5,0
60,8,321.333333333333,92,0
61,1,312,174,0
61,2,282.5,174,0
61,3,254.5,175,0
61,4,226,175.5,0
61,5,199,176,0
61,6,170.5,177,0
61,7,144.5,177,0
61,8,117,178,0
61,9,91.5,178,0
61,10,64.5,179,0
61,11,39,179.5,0
61,12,13,180,0
62,1,192.5,45,0
62,2,232,41,0
62,3,271.5,41,0
62,4,313,40,0
62,5,353.166666666667,38.3333333333333,0
63,1,60,54.5,0
63,2,98,53,0
63,3,131,51,0
63,4,168,48.5,0
63,5,206.5,47,0
63,6,244.5,45,0
63,7,285,42.5,0
63,8,324,40.5,0
64,1,33.5,83,0
64,2,70.5,81,0
64,3,108,79.5,0
64,4,145,78,0
64,5,179,77,0
64,6,219.5,80.5,0
64,7,266,73,0
64,8,306.333333333333,71.3333333333333,0
65,1,45.5,121.5,0
65,2,81.5,120.5,0
65,3,117,119.5,0
65,4,153,118,0
65,5,191,116.5,0
65,6,228,115.5,0
65,7,267.5,114,0
65,8,307,113,0
65,9,345.666666666667,111.833333333333,0
66,1,49,83,0
66,2,84,82,0
66,3,119.5,80,0
66,4,156.5,78.5,0
66,5,193.5,76.5,0
66,6,233,75.5,0
66,7,270.5,73.5,0
66,8,310,71.5,0
66,9,348.833333333333,69.8333333333333,0
67,1,310.5,174,0
67,2,280,175,0
67,3,249.5,175,0
67,4,220,176,0
67,5,189.5,176.5,0
67,6,161,177,0
67,7,132,177.5,0
67,8,104,178,0
67,9,76,178.5,0
67,10,48,179.5,0
67,11,21,180,0
67,12,-6.66666666666667,180.666666666667,0
68,1,53,119.5,0
68,2,89.5,118.5,0
68,3,126.5,117.5,0
68,4,164,116,0
68,5,203,114.5,0
68,6,242,113,0
68,7,282,111.5,0
68,8,321.333333333333,110,0
69,1,317.5,197,0
69,2,294.5,197.5,0
69,3,271.5,198.5,0
69,4,249.5,198.5,0
69,5,228,199.5,0
69,6,206,199.5,0
69,7,185.5,200.5,0
69,8,164.5,200.5,0
69,9,144,201.5,0
69,10,124,202,0
69,11,103.5,202.5,0
69,12,84.5,203,0
69,13,64.5,203.5,0
69,14,45.5,204,0
69,15,27,205,0
69,16,7.83333333333333,205.666666666667,0
70,1,56.5,48,0
70,2,89.5,47,0
70,3,122.5,46,0
70,4,156.5,45,0
70,5,191.5,43,0
70,6,226.5,42,0
70,7,262.5,40.5,0
70,8,299,39,0
70,9,334.833333333333,37.6666666666667,0
71,1,56,51,0
71,2,89.5,49,0
71,3,123.5,47.5,0
71,4,158,46,0
71,5,193,44.5,0
71,6,229,42.5,0
71,7,265,41,0
71,8,302.5,39,0
71,9,339,37.1666666666667,0
72,1,63,120.5,0
72,2,99,119.5,0
72,3,136,118,0
72,4,173.5,116.5,0
72,5,211.5,115,0
72,6,250.5,114,0
72,7,291,112.5,0
72,8,330.166666666667,111.166666666667,0
73,1,69,50.5,0
73,2,103,49.5,0
73,3,148.5,48.5,0
73,4,184,47.5,0
73,5,220,45.5,0
73,6,268,44.5,0
73,7,305.5,42.5,0
73,8,346,40.8333333333333,0
74,1,317.5,192.5,0
74,2,295,192.5,0
74,3,272.5,193,0
74,4,249,193,0
74,5,227,194,0
74,6,205,194,0
74,7,183,195,0
74,8,162,195,0
74,9,140.5,195,0
74,10,118,195.5,0
74,11,98.5,196,0
74,12,77,196.5,0
74,13,55.5,196.5,0
74,14,35.5,197,0
74,15,14.5,197.333333333333,0
75,1,75,102,0
75,2,111,100.5,0
75,3,147,99.5,0
75,4,183.5,97.5,0
75,5,222,96,0
75,6,261,94.5,0
75,7,300,93,0
75,8,338.833333333333,91.5,0
76,1,66.5,60,0
76,2,101.5,58.5,0
76,3,137,56.5,0
76,4,173,55,0
76,5,210,53,0
76,6,247.5,51,0
76,7,285.5,49,0
76,8,323,47,0
77,1,321.5,195.5,0
77,2,300,195.5,0
77,3,278,196,0
77,4,256.5,196.5,0
77,5,235.5,196.5,0
77,6,214.5,197,0
77,7,193,197.5,0
77,8,173,197.5,0
77,9,152.5,198,0
77,10,132,198.5,0
77,11,112.5,198.5,0
77,12,92,199,0
77,13,72,199.5,0
77,14,53,199.5,0
77,15,33.5,200,0
77,16,14,200.333333333333,0
78,1,312.5,174.5,0
78,2,282,175.5,0
78,3,252.5,175.5,0
78,4,223,176.5,0
78,5,194.5,177,0
78,6,166,177.5,0
78,7,138,178,0
78,8,110.5,179,0
78,9,83.5,179,0
78,10,56.5,180,0
78,11,29.3333333333333,180.666666666667,0
79,1,304,162.5,0
79,2,271.5,163.5,0
79,3,239.5,164.5,0
79,4,206.5,165,0
79,5,175.5,165,0
79,6,145,166,0
79,7,114.5,168,0
79,8,85,168,0
79,9,54,168.5,0
79,10,25,169,0
79,11,-4.83333333333333,169.333333333333,0
80,1,54,111.5,0
80,2,91.5,109.5,0
80,3,129.5,108.5,0
80,4,167.5,107.5,0
80,5,207,106,0
80,6,246.5,104.5,0
80,7,288,103,0
80,8,328.166666666667,101.5,0
81,1,307.5,194,0
81,2,286.5,195,0
81,3,265,195,0
81,4,244.5,196,0
81,5,224.5,196,0
81,6,204,196.5,0
81,7,184,197,0
81,8,164.5,197,0
81,9,145,198,0
81,10,126,198,0
81,11,106.5,199,0
81,12,87.5,199,0
81,13,69.5,200,0
81,14,51,200.5,0
81,15,32.5,201,0
81,16,14.1666666666667,201.666666666667,0
82,1,58,101.5,0
82,2,96,100.5,0
82,3,135,99,0
82,4,174,97,0
82,5,214.5,96,0
82,6,254.5,94,0
82,7,296,92.5,0
82,8,336.666666666667,91,0
83,1,38,52.5,0
83,2,67,51,0
83,3,96,50,0
83,4,125,49,0
83,5,154.5,47.5,0
83,6,185,46.5,0
83,7,215.5,44.5,0
83,8,246,43.5,0
83,9,278,42,0
83,10,310.5,40.5,0
83,11,342.166666666667,39.1666666666667,0
84,1,320,193.5,0
84,2,298.5,194,0
84,3,276.5,194,0
84,4,256,195,0
84,5,235,195,0
84,6,214,196,0
84,7,193,196,0
84,8,172.5,197,0
84,9,153,198,0
84,10,133,198,0
84,11,113,199.5,0
84,12,93.5,198.5,0
84,13,74.5,199,0
84,14,55.5,200,0
84,15,37,200.5,0
84,16,18.1666666666667,201.166666666667,0
85,1,319.5,174.5,0
85,2,287.5,175,0
85,3,256,176,0
85,4,225,177,0
85,5,194.5,177,0
85,6,164.5,178,0
85,7,135,178.5,0
85,8,106,179,0
85,9,77,179.5,0
85,10,49,180.5,0
85,11,20.3333333333333,181.166666666667,0
86,1,35,119,0
86,2,71.5,117.5,0
86,3,107.5,116.5,0
86,4,145,115,0
86,5,183.5,114,0
86,6,222,112.5,0
86,7,261,111,0
86,8,301.5,109.5,0
86,9,340.833333333333,108,0
87,1,313,192.5,0
87,2,291.5,192.5,0
87,3,271,193,0
87,4,250.5,193,0
87,5,230.5,193,0
87,6,210.5,194,0
87,7,190.5,194.5,0
87,8,170.5,194,0
87,9,151.5,195.5,0
87,10,132,195,0
87,11,112.5,195.5,0
87,12,94,195.5,0
87,13,74.5,196,0
87,14,56,197,0
87,15,37,197,0
87,16,18,197.5,0
88,1,43,118.5,0
88,2,85,117,0
88,3,127.5,115,0
88,4,171,113,0
88,5,215.5,111,0
88,6,261.5,108.5,0
88,7,309,106.5,0
88,8,355,104.333333333333,0
89,1,68,78,0
89,2,105,76,0
89,3,141.5,74,0
89,4,179,72,0
89,5,218,70.5,0
89,6,257.5,68.5,0
89,7,297.5,66.5,0
89,8,337,64.6666666666667,0
90,1,301,184,0
90,2,273.5,185,0
90,3,247,185,0
90,4,220.5,186,0
90,5,193.5,186,0
90,6,168,187,0
90,7,142.5,187,0
90,8,117,187.5,0
90,9,92.5,188,0
90,10,67.5,188.5,0
90,11,43,189.5,0
90,12,18.3333333333333,190.166666666667,0
91,1,311,193,0
91,2,289,193.5,0
91,3,266.5,194,0
91,4,244.5,193.5,0
91,5,223,193.5,0
91,6,201.5,194,0
91,7,180,194.5,0
91,8,159.5,195,0
91,9,138.5,195.5,0
91,10,117.5,195,0
91,11,97.5,196,0
91,12,77.5,197,0
91,13,57,197.5,0
91,14,37.5,198,0
91,15,17.5,198.666666666667,0
92,1,33,104.5,0
92,2,72,103,0
92,3,111.5,101.5,0
92,4,152,100,0
92,5,192.5,98.5,0
92,6,235,97,0
92,7,278,95,0
92,8,320,93.3333333333333,0
93,1,316,185.5,0
93,2,289,186,0
93,3,262,186.5,0
93,4,236,187,0
93,5,210,187,0
93,6,184,188,0
93,7,159,188,0
93,8,133.5,189,0
93,9,109,189,0
93,10,84.5,189.5,0
93,11,60,190,0
93,12,35.5,190.333333333333,0
94,1,67,97,0
94,2,103.5,95.5,0
94,3,139.5,94,0
94,4,176.5,92.5,0
94,5,215,91,0
94,6,253.5,90.5,0
94,7,293,88.5,0
94,8,331.833333333333,87.1666666666667,0
95,1,104.5,54,0
95,2,132.5,51.5,0
95,3,157.5,51,0
95,4,183,50,0
95,5,208.5,49,0
95,6,234.5,48,0
95,7,261,48,0
95,8,287,47.3333333333333,0
96,1,295,183.5,0
96,2,267,184,0
96,3,240,184.5,0
96,4,213,185,0
96,5,186.5,185,0
96,6,160.5,186,0
96,7,135,186.5,0
96,8,109,187.5,0
96,9,84,188,0
96,10,58.5,188.5,0
96,11,34.5,189,0
96,12,9.66666666666667,189.5,0
97,1,306,165,0
97,2,271.5,165,0
97,3,239,166,0
97,4,206,167,0
97,5,174,168,0
97,6,142.5,168,0
97,7,111.5,169,0
97,8,80.5,170,0
97,9,49.5,170.5,0
97,10,18.5,171.333333333333,0
98,1,50.5,48.5,0
98,2,75.5,47.5,0
98,3,100,46.5,0
98,4,125,45,0
98,5,151,44,0
98,6,176.5,42.5,0
98,7,202.5,42,0
98,8,228.5,40.5,0
98,9,255.5,39.5,0
98,10,282,38.5,0
98,11,309.5,37,0
98,12,336.5,35.8333333333333,0
99,1,165.5,95.5,0
99,2,203.5,94,0
99,3,244.5,92.5,0
99,4,284,90.5,0
99,5,323.5,88.8333333333333,0
100,1,108,68.5,0
100,2,134.5,68.5,0
100,3,160.5,68,0
100,4,187,67.5,0
100,5,215,67,0
100,6,242.5,67,0
100,7,270.5,66,0
100,8,299,66,0
100,9,327,65.6666666666667,0
101,1,307.5,192.5,0
101,2,284,192.5,0
101,3,261.5,192.5,0
101,4,238.5,192.5,0
101,5,215.5,194,0
101,6,193,194,0
101,7,171.5,193.5,0
101,8,149.5,195,0
101,9,127.5,194.5,0
101,10,106,195.5,0
101,11,84.1666666666667,196.166666666667,0
102,1,313,164,0
102,2,279,165,0
102,3,246,165.5,0
102,4,212.5,166,0
102,5,181,167,0
102,6,149.5,167.5,0
102,7,118.5,168,0
102,8,89,168.5,0
102,9,57,170,0
102,10,27,170.5,0
102,11,-3.5,171.333333333333,0
103,1,70,57,0
103,2,107.5,55,0
103,3,145,53,0
103,4,184,51,0
103,5,223,49,0
103,6,263,46.5,0
103,7,303.5,44.5,0
103,8,343.333333333333,42.3333333333333,0
104,1,34,84,0
104,2,69.5,82,0
104,3,105.5,80.5,0
104,4,140.5,79,0
104,5,177.5,77,0
104,6,216.5,75.5,0
104,7,254.5,74,0
104,8,292.5,72.5,0
104,9,330.833333333333,71,0
105,1,311.5,193.5,0
105,2,288,194.5,0
105,3,267.5,194.5,0
105,4,244.5,196,0
105,5,225,196.5,0
105,6,203.5,196.5,0
105,7,183.5,196.5,0
105,8,163,198,0
105,9,143,198,0
105,10,122.5,199,0
105,11,104,198.5,0
105,12,84,200,0
105,13,65.5,200,0
105,14,46.5,201,0
105,15,27.5,202,0
105,16,8.66666666666667,202.666666666667,0
106,1,320.5,173,0
106,2,292.5,174,0
106,3,264.5,174,0
106,4,237,175,0
106,5,210.5,175.5,0
106,6,184.5,176,0
106,7,158.5,176.5,0
106,8,133,177,0
106,9,107,177.5,0
106,10,81.5,178,0
106,11,56.5,179,0
106,12,32.5,179.5,0
106,13,7.66666666666667,180.166666666667,0
107,1,310.5,184,0
107,2,283.5,184,0
107,3,256.5,184.5,0
107,4,230,185,0
107,5,204,185.5,0
107,6,178.5,186,0
107,7,153,186.5,0
107,8,127.5,187,0
107,9,102.5,187.5,0
107,10,78,188,0
107,11,53.5,188.5,0
107,12,29.5,189,0
107,13,5.16666666666667,189.5,0
108,1,309,174.5,0
108,2,281.5,174.5,0
108,3,254,175.5,0
108,4,227.5,176,0
108,5,201.5,176.5,0
108,6,175.5,177.5,0
108,7,149,178,0
108,8,125,179,0
108,9,100,179,0
108,10,75.5,180,0
108,11,50.5,181,0
108,12,27,181,0
108,13,2.66666666666667,181.666666666667,0
109,1,61.5,119.5,0
109,2,95.5,118,0
109,3,130,117,0
109,4,165.5,116,0
109,5,201,114.5,0
109,6,237.5,113.5,0
109,7,274.5,112.5,0
109,8,311.5,111,0
109,9,348.333333333333,109.833333333333,0
110,1,37.5,53.5,0
110,2,74.5,52,0
110,3,112,50,0
110,4,150.5,48,0
110,5,189,46,0
110,6,228.5,44,0
110,7,268.5,43,0
110,8,309,41,0
110,9,349,39.3333333333333,0
111,1,300.5,192,0
111,2,277,193.5,0
111,3,254,193,0
111,4,230.5,193,0
111,5,207.5,194,0
111,6,185,194,0
111,7,163,194.5,0
111,8,141,194,0
111,9,119,195.5,0
111,10,97,195,0
111,11,75.5,196.5,0
111,12,54,197,0
111,13,32.5,196.5,0
111,14,11,197,0
112,1,39,45.5,0
112,2,70.5,44.5,0
112,3,101.5,43.5,0
112,4,133.5,41.5,0
112,5,165.5,41,0
112,6,199,40,0
112,7,232,38,0
112,8,266,37,0
112,9,301.5,36.5,0
112,10,335.666666666667,35.3333333333333,0
113,1,38,47,0
113,2,69,45,0
113,3,100,44,0
113,4,131,43,0
113,5,163,41.5,0
113,6,195.5,40.5,0
