x,y,z,trajectory,cluster
472.0957,284.6548,0,25,0
443.603,293.6252,0,25,0
417.1861,297.7009,0,25,0
391.3715,291.593,0,25,0
364.7892,297.9062,0,25,0
336.9778,294.0487,0,25,0
306.2144,286.6721,0,25,0
283.0742,294.0539,0,25,0
270.4768,316.0782,0,25,0
265.8257,338.8851,0,25,0
266.2777,350.0012,0,25,0
458.6245,286.1856,0,26,0
434.0655,277.6788,0,26,0
409.5086,285.1091,0,26,0
391.6538,278.0544,0,26,0
357.5345,281.8791,0,26,0
326.5012,278.7246,0,26,0
298.7658,292.556,0,26,0
282.5746,281.4836,0,26,0
271.5122,306.3492,0,26,0
260.2142,327.3159,0,26,0
258.2244,360.8436,0,26,0
465.1474,290.0469,0,27,0
441.0379,294.5786,0,27,0
414.4509,291.484,0,27,0
404.0448,299.5964,0,27,0
386.3716,292.1194,0,27,0
368.3151,286.1943,0,27,0
342.4615,289.3774,0,27,0
330.9666,289.1716,0,27,0
314.4232,292.7825,0,27,0
298.7559,290.2931,0,27,0
281.784,297.0008,0,27,0
261.9261,296.9416,0,27,0
254.416,304.3598,0,27,0
261.3615,331.1195,0,27,0
250.59,342.7633,0,27,0
247.8358,365.0532,0,27,0
463.979,281.1418,0,28,0
447.5846,289.0521,0,28,0
432.2356,273.1943,0,28,0
403.9624,287.5109,0,28,0
380.1713,281.8454,0,28,0
356.6597,284.4724,0,28,0
347.818,282.4467,0,28,0
325.5309,277.0068,0,28,0
302.2293,292.5089,0,28,0
276.569,283.3839,0,28,0
261.2579,287.6906,0,28,0
256.5986,318.5664,0,28,0
260.4603,336.2636,0,28,0
249.8764,356.7295,0,28,0
462.7256,298.3143,0,29,0
445.8654,297.7466,0,29,0
421.1587,287.6234,0,29,0
419.1752,299.7151,0,29,0
398.9792,290.4293,0,29,0
377.1086,294.6452,0,29,0
358.8085,289.1422,0,29,0
347.7778,297.5589,0,29,0
329.6002,289.8654,0,29,0
319.484,289.3153,0,29,0
301.3302,290.6956,0,29,0
273.9471,295.3185,0,29,0
265.0366,300.8748,0,29,0
260.9961,314.7511,0,29,0
252.8763,333.7045,0,29,0
251.542,341.4247,0,29,0
254.5711,357.7061,0,29,0
466.547,289.4989,0,30,0
405.6461,283.3122,0,30,0
354.8546,289.7758,0,30,0
307.4281,286.6245,0,30,0
259.0504,307.6518,0,30,0
259.7741,355.3229,0,30,0
453.6086,293.5455,0,31,0
403.5366,293.7481,0,31,0
348.8805,293.7203,0,31,0
300.5365,302.5443,0,31,0
261.8206,310.8032,0,31,0
251.0516,371.4761,0,31,0
454.1597,284.092,0,32,0
433.5247,285.1264,0,32,0
406.4715,272.6835,0,32,0
368.2357,284.3427,0,32,0
358.2221,273.3351,0,32,0
329.2061,287.6754,0,32,0
298.5366,292.5548,0,32,0
268.7517,282.0456,0,32,0
253.2574,303.5803,0,32,0
246.9217,328.6539,0,32,0
250.6789,357.843,0,32,0
452.4221,282.5558,0,33,0
444.7505,286.8221,0,33,0
417.0607,290.787,0,33,0
403.8682,281.467,0,33,0
391.3444,300.8344,0,33,0
361.5405,289.592,0,33,0
347.6333,285.9986,0,33,0
322.4326,291.9264,0,33,0
296.3469,289.0726,0,33,0
272.8518,294.8065,0,33,0
255.0535,290.0409,0,33,0
262.1229,314.9645,0,33,0
254.3567,339.0579,0,33,0
256.4162,353.5689,0,33,0
457.9117,294.0279,0,34,0
429.5957,297.6921,0,34,0
405.698,291.0254,0,34,0
374.626,296.4942,0,34,0
347.9783,288.9547,0,34,0
323.0828,291.2971,0,34,0
295.1978,287.6857,0,34,0
267.9219,289.6039,0,34,0
256.7642,318.2915,0,34,0
256.5963,334.5857,0,34,0
245.9589,373.1288,0,34,0
465.5675,287.6158,0,35,0
435.9267,286.6446,0,35,0
425.9442,281.4766,0,35,0
395.8448,283.2832,0,35,0
368.0804,285.0725,0,35,0
364.3755,274.9878,0,35,0
326.8356,287.3716,0,35,0
320.0449,287.9084,0,35,0
295.6161,273.237,0,35,0
280.3086,279.9806,0,35,0
271.8046,302.3284,0,35,0
258.7468,313.5979,0,35,0
254.1513,342.6258,0,35,0
255.5501,359.2744,0,35,0
458.0381,290.5747,0,36,0
433.0964,293.4843,0,36,0
421.0507,282.2127,0,36,0
396.4611,286.5332,0,36,0
384.2332,300.2923,0,36,0
363.4397,283.3911,0,36,0
332.2936,281.1514,0,36,0
318.0902,289.0471,0,36,0
293.4988,275.4188,0,36,0
271.6531,284.3241,0,36,0
263.7285,297.8162,0,36,0
256.8858,323.3295,0,36,0
254.743,339.2917,0,36,0
249.7553,363.5355,0,36,0
469.7775,285.9353,0,37,0
438.4277,285.1363,0,37,0
421.4053,278.7796,0,37,0
398.6194,286.6786,0,37,0
375.4539,284.8192,0,37,0
353.8532,282.5134,0,37,0
339.7387,291.9549,0,37,0
320.966,280.7852,0,37,0
298.5982,279.3671,0,37,0
266.628,284.4946,0,37,0
267.2397,289.5294,0,37,0
254.7759,311.0735,0,37,0
260.3904,330.6502,0,37,0
255.939,348.6106,0,37,0
472.0313,295.4897,0,38,0
441.5624,294.8083,0,38,0
430.4992,295.5174,0,38,0
405.1513,285.4279,0,38,0
386.2181,300.5879,0,38,0
363.5395,287.3975,0,38,0
348.1277,287.8016,0,38,0
331.4517,290.8053,0,38,0
300.5787,278.4533,0,38,0
283.2085,295.585,0,38,0
272.712,304.739,0,38,0
262.8491,321.3453,0,38,0
260.2896,349.6598,0,38,0
255.2901,353.3723,0,38,0
456.1479,286.5151,0,39,0
438.6765,294.7175,0,39,0
425.6889,287.8879,0,39,0
403.186,293.5295,0,39,0
385.5419,285.2784,0,39,0
377.3943,287.7372,0,39,0
349.5365,289.8726,0,39,0
343.2873,299.8301,0,39,0
319.3611,292.5722,0,39,0
300.4056,292.5061,0,39,0
291.2779,294.2769,0,39,0
265.8829,294.4185,0,39,0
261.9359,318.6244,0,39,0
252.7015,327.1306,0,39,0
260.349,350.9302,0,39,0
251.1407,366.4221,0,39,0
462.5294,275.3694,0,40,0
439.2765,283.7173,0,40,0
422.0232,289.2759,0,40,0
401.0629,278.4629,0,40,0
387.4317,266.4526,0,40,0
375.8828,283.8115,0,40,0
343.7593,277.6671,0,40,0
335.8436,275.3253,0,40,0
325.8127,292.4091,0,40,0
298.9951,275.8439,0,40,0
285.9451,273.3026,0,40,0
275.1597,282.84,0,40,0
254.6987,301.3345,0,40,0
264.7584,328.8581,0,40,0
255.4614,332.8499,0,40,0
247.2569,354.0178,0,40,0
457.457,280.279,0,41,0
450.9964,283.0113,0,41,0
424.9091,281.1597,0,41,0
412.8416,294.8831,0,41,0
404.386,281.068,0,41,0
384.4502,286.3467,0,41,0
371.537,280.8708,0,41,0
346.1417,287.0443,0,41,0
338.1723,287.4228,0,41,0
317.7362,281.4322,0,41,0
303.575,278.7286,0,41,0
286.723,280.9942,0,41,0
267.0664,286.4824,0,41,0
275.0039,301.2381,0,41,0
259.408,326.8558,0,41,0
258.1517,331.9402,0,41,0
253.4281,355.1432,0,41,0
456.217,308.1653,0,42,0
410.4939,293.1247,0,42,0
344.3928,305.5063,0,42,0
294.127,291.3981,0,42,0
251.043,319.3536,0,42,0
246.5666,362.4848,0,42,0
450.4375,284.817,0,43,0
420.8396,290.4443,0,43,0
398.1457,288.0925,0,43,0
379.9455,281.5847,0,43,0
349.554,282.4162,0,43,0
321.1206,290.7592,0,43,0
296.3901,290.2148,0,43,0
264.5808,286.5345,0,43,0
245.2668,303.0176,0,43,0
255.3919,340.941,0,43,0
243.395,357.5677,0,43,0
473.9908,288.7179,0,44,0
441.0262,283.395,0,44,0
410.3358,282.8726,0,44,0
383.8878,286.9074,0,44,0
369.1163,282.0816,0,44,0
329.0627,286.7376,0,44,0
314.2086,282.564,0,44,0
278.049,291.0938,0,44,0
256.222,303.1405,0,44,0
260.7058,329.9431,0,44,0
251.3045,357.6197,0,44,0
469.6377,273.2435,0,45,0
402.5697,271.286,0,45,0
362.5223,279.8009,0,45,0
300.2184,274.0986,0,45,0
257.9286,291.8401,0,45,0
254.0251,350.0112,0,45,0
453.5011,286.4516,0,46,0
451.8067,276.778,0,46,0
427.0294,275.7407,0,46,0
405.2343,280.939,0,46,0
387.4033,283.189,0,46,0
377.0932,278.437,0,46,0
358.9858,288.61,0,46,0
353.0523,279.6999,0,46,0
327.7722,267.1767,0,46,0
317.2952,273.4701,0,46,0
295.0871,289.5085,0,46,0
282.9905,277.6231,0,46,0
264.4391,278.0444,0,46,0
253.676,305.7422,0,46,0
258.4451,315.3436,0,46,0
265.3833,346.9138,0,46,0
253.3962,361.0955,0,46,0
457.9275,288.0993,0,47,0
424.1588,289.1977,0,47,0
395.4453,291.2637,0,47,0
384.6179,285.4,0,47,0
350.2505,285.1293,0,47,0
324.1959,282.8062,0,47,0
298.1431,276.4681,0,47,0
270.8135,291.5742,0,47,0
256.1181,296.3535,0,47,0
247.9757,335.7652,0,47,0
261.7374,354.8296,0,47,0
462.4893,280.9499,0,48,0
441.1132,284.2224,0,48,0
426.2628,274.9459,0,48,0
410.816,284.5667,0,48,0
390.5312,285.2154,0,48,0
357.1261,275.9268,0,48,0
344.9671,286.7944,0,48,0
319.8565,278.2629,0,48,0
300.9465,273.6559,0,48,0
280.1082,282.148,0,48,0
266.3939,292.9136,0,48,0
266.4039,302.7483,0,48,0
261.1659,326.3748,0,48,0
268.9754,352.828,0,48,0
478.228,285.8898,0,49,0
415.7814,288.2142,0,49,0
367.802,282.5007,0,49,0
317.3929,290.376,0,49,0
259.8684,311.5381,0,49,0
256.4865,357.7538,0,49,0
455.6531,283.6043,0,50,0
437.4829,298.2398,0,50,0
427.7099,288.5585,0,50,0
408.2968,289.8889,0,50,0
393.8721,292.7394,0,50,0
369.4619,287.4295,0,50,0
360.2499,294.5333,0,50,0
344.394,292.2523,0,50,0
320.2887,293.1108,0,50,0
315.4457,280.4142,0,50,0
287.3964,291.1016,0,50,0
277.1059,297.7646,0,50,0
267.6522,308.876,0,50,0
259.3037,308.2276,0,50,0
255.4808,320.4602,0,50,0
251.6172,348.6808,0,50,0
250.7344,364.7224,0,50,0
454.1397,294.1409,0,51,0
402.4344,278.6958,0,51,0
347.4184,285.7289,0,51,0
293.6673,294.4886,0,51,0
257.4294,303.9914,0,51,0
244.112,359.4385,0,51,0
477.3667,288.9896,0,52,0
450.7189,277.8202,0,52,0
417.9375,276.4263,0,52,0
389.7725,280.9212,0,52,0
368.6523,269.3283,0,52,0
341.6838,275.1538,0,52,0
315.3367,285.9742,0,52,0
288.5008,284.7721,0,52,0
268.6226,304.8088,0,52,0
260.3975,334.0075,0,52,0
273.7491,354.8449,0,52,0
455.2118,301.1718,0,53,0
431.2621,299.0331,0,53,0
408.0702,303.3814,0,53,0
390.7014,291.9022,0,53,0
373.5094,302.0222,0,53,0
350.976,297.8701,0,53,0
335.0472,307.0696,0,53,0
303.7146,301.4261,0,53,0
294.4912,299.3759,0,53,0
264.9313,304.4012,0,53,0
246.4394,322.7704,0,53,0
258.7065,327.0118,0,53,0
259.3134,353.8895,0,53,0
244.4101,373.9339,0,53,0
465.7967,287.7762,0,54,0
452.6193,284.1915,0,54,0
427.6335,297.0599,0,54,0
409.2869,305.8945,0,54,0
394.5069,291.9685,0,54,0
380.945,291.7657,0,54,0
356.0367,291.3602,0,54,0
355.1383,285.1285,0,54,0
325.8628,284.4578,0,54,0
315.4336,287.6221,0,54,0
289.6368,291.3773,0,54,0
279.3121,296.6693,0,54,0
267.3482,314.121,0,54,0
264.7889,326.3724,0,54,0
271.5236,342.7532,0,54,0
261.4831,365.7715,0,54,0
466.7214,284.0613,0,55,0
409.6201,279.9443,0,55,0
358.4118,273.0901,0,55,0
297.6756,276.7799,0,55,0
265.2224,311.7328,0,55,0
251.5361,355.3524,0,55,0
465.1882,283.9309,0,56,0
435.7822,284.6237,0,56,0
404.3641,290.71,0,56,0
393.3764,286.7791,0,56,0
356.081,286.4502,0,56,0
339.977,276.2982,0,56,0
314.6951,284.1149,0,56,0
278.5283,284.9551,0,56,0
254.3406,311.3688,0,56,0
261.3007,330.3094,0,56,0
254.8237,353.6787,0,56,0
466.9022,276.4552,0,57,0
444.7567,289.4666,0,57,0
423.9404,281.2654,0,57,0
404.6745,289.1877,0,57,0
385.4255,282.0902,0,57,0
369.0748,284.475,0,57,0
341.7483,277.8915,0,57,0
328.0708,276.5597,0,57,0
311.5957,279.2988,0,57,0
283.9774,294.4801,0,57,0
266.8745,295.8827,0,57,0
260.7032,311.7737,0,57,0
265.8857,336.2534,0,57,0
258.826,346.91,0,57,0
458.2402,281.2519,0,58,0
449.308,288.839,0,58,0
429.6641,280.4347,0,58,0
411.2481,286.3578,0,58,0
399.6527,284.799,0,58,0
384.0299,295.515,0,58,0
371.6522,288.7294,0,58,0
349.246,293.7705,0,58,0
327.3394,286.6531,0,58,0
307.4633,289.4084,0,58,0
291.5539,285.9871,0,58,0
280.6232,300.7629,0,58,0
267.6627,297.7913,0,58,0
261.0149,307.8415,0,58,0
253.8242,331.9515,0,58,0
256.5509,344.4348,0,58,0
252.2524,360.1554,0,58,0
462.603,286.7282,0,59,0
441.8561,284.7799,0,59,0
412.1676,284.2593,0,59,0
401.5612,285.6738,0,59,0
383.0984,266.9276,0,59,0
363.9427,283.6343,0,59,0
341.4615,282.6272,0,59,0
340.992,278.902,0,59,0
314.7465,286.9894,0,59,0
311.2555,287.7262,0,59,0
302.1266,295.8933,0,59,0
276.7974,285.9496,0,59,0
259.1637,282.4818,0,59,0
254.9958,308.167,0,59,0
255.2276,318.2735,0,59,0
256.6432,338.9033,0,59,0
243.2206,354.885,0,59,0
459.1192,276.9541,0,60,0
451.5559,275.4436,0,60,0
445.5485,285.6,0,60,0
411.7147,280.2598,0,60,0
398.2184,280.7245,0,60,0
376.1407,277.8068,0,60,0
357.8999,277.5286,0,60,0
343.1249,276.6712,0,60,0
329.6949,278.2878,0,60,0
307.9787,280.2546,0,60,0
291.2681,276.8179,0,60,0
276.7167,283.3122,0,60,0
266.563,299.5384,0,60,0
268.4692,317.3028,0,60,0
263.8226,340.9004,0,60,0
255.7457,351.5268,0,60,0
458.2274,300.0427,0,61,0
438.8068,298.752,0,61,0
437.9842,296.5414,0,61,0
409.3729,302.0042,0,61,0
396.826,288.761,0,61,0
376.1974,301.6909,0,61,0
343.6266,303.9359,0,61,0
334.9005,295.8946,0,61,0
324.6936,300.2738,0,61,0
311.185,295.6866,0,61,0
279.5133,298.4438,0,61,0
275.8365,311.0461,0,61,0
261.2985,324.7396,0,61,0
259.5508,335.2269,0,61,0
257.5313,360.6811,0,61,0
260.9762,374.468,0,61,0
448.3667,283.201,0,62,0
441.3651,277.8578,0,62,0
418.8036,287.5462,0,62,0
402.4297,278.3447,0,62,0
383.6648,279.0444,0,62,0
367.7436,280.0557,0,62,0
343.7774,289.7872,0,62,0
327.3974,284.3047,0,62,0
314.1942,285.3368,0,62,0
298.5654,290.606,0,62,0
280.7937,279.335,0,62,0
262.8979,284.8487,0,62,0
250.6825,295.2226,0,62,0
254.4358,326.6059,0,62,0
254.4489,340.9406,0,62,0
241.3485,360.7234,0,62,0
461.4989,287.6586,0,63,0
405.8049,290.1792,0,63,0
344.9442,292.9635,0,63,0
304.9245,279.7876,0,63,0
257.1322,310.4469,0,63,0
244.8967,358.4356,0,63,0
467.456,279.3078,0,64,0
453.1896,283.5107,0,64,0
421.5064,286.1805,0,64,0
401.3391,283.3508,0,64,0
385.7095,282.3529,0,64,0
370.6159,284.9192,0,64,0
358.1507,284.9094,0,64,0
332.0498,286.0745,0,64,0
303.5814,272.5976,0,64,0
279.6765,282.2664,0,64,0
274.2751,295.0323,0,64,0
264.2319,314.1771,0,64,0
262.9155,331.4275,0,64,0
258.4176,353.4221,0,64,0
461.589,287.4505,0,65,0
415.2995,289.2176,0,65,0
354.4741,288.3306,0,65,0
299.5099,283.4582,0,65,0
253.004,308.7584,0,65,0
258.6167,362.1275,0,65,0
458.7668,292.2571,0,66,0
436.0355,293.9944,0,66,0
402.347,292.5844,0,66,0
382.8025,278.3899,0,66,0
351.4142,282.8172,0,66,0
324.809,276.8129,0,66,0
300.1549,282.8164,0,66,0
266.8268,286.959,0,66,0
253.2248,303.2136,0,66,0
252.7954,328.1685,0,66,0
252.4,355.0103,0,66,0
457.6183,289.8937,0,67,0
431.6206,285.4794,0,67,0
415.3092,290.8647,0,67,0
384.2282,284.5257,0,67,0
354.6937,292.2016,0,67,0
335.0811,288.9093,0,67,0
297.9811,282.7469,0,67,0
283.4566,283.231,0,67,0
258.0973,304.619,0,67,0
242.4601,336.0853,0,67,0
264.0117,352.1721,0,67,0
471.7727,286.1137,0,68,0
406.1644,293.0067,0,68,0
354.3602,280.8062,0,68,0
297.2331,280.4968,0,68,0
258.6097,302.2626,0,68,0
254.7962,367.3141,0,68,0
462.4849,288.4767,0,69,0
445.0094,284.9648,0,69,0
433.0702,283.7195,0,69,0
412.6234,281.3079,0,69,0
397.0228,287.7405,0,69,0
377.9562,288.9621,0,69,0
364.4877,278.4874,0,69,0
351.4926,283.3339,0,69,0
333.5386,290.5033,0,69,0
309.8373,283.8894,0,69,0
300.7891,279.703,0,69,0
281.9149,285.388,0,69,0
273.5528,293.4739,0,69,0
267.6666,302.9099,0,69,0
